filepaths,setting,No,name,filenames,10mm,30mm,50mm,offset,target_size
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_132433_DOE4-1_no02.pickle,DOE4-1,2,DOE4-1_02,20230414_132433_DOE4-1_no02.csv,66.0,66.003,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_132738_DOE4-1_no03.pickle,DOE4-1,3,DOE4-1_03,20230414_132738_DOE4-1_no03.csv,66.0,66.002,66.006,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_133937_DOE4-1_no04.pickle,DOE4-1,4,DOE4-1_04,20230414_133937_DOE4-1_no04.csv,65.994,65.993,65.997,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_134214_DOE4-1_no05.pickle,DOE4-1,5,DOE4-1_05,20230414_134214_DOE4-1_no05.csv,66.0,66.002,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_135254_DOE4-1_no06.pickle,DOE4-1,6,DOE4-1_06,20230414_135254_DOE4-1_no06.csv,66.0,66.003,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_135455_DOE4-1_no07.pickle,DOE4-1,7,DOE4-1_07,20230414_135455_DOE4-1_no07.csv,66.0,66.003,66.006,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_135637_DOE4-1_no08.pickle,DOE4-1,8,DOE4-1_08,20230414_135637_DOE4-1_no08.csv,66.0,66.002,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_135803_DOE4-1_no09.pickle,DOE4-1,9,DOE4-1_09,20230414_135803_DOE4-1_no09.csv,66.001,66.003,66.006,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_135948_DOE4-1_no10.pickle,DOE4-1,10,DOE4-1_10,20230414_135948_DOE4-1_no10.csv,66.002,66.003,66.004,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_140128_DOE4-1_no11.pickle,DOE4-1,11,DOE4-1_11,20230414_140128_DOE4-1_no11.csv,66.001,66.003,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_140405_DOE4-1_no13.pickle,DOE4-1,13,DOE4-1_13,20230414_140405_DOE4-1_no13.csv,66.0,66.003,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_140552_DOE4-1_no14.pickle,DOE4-1,14,DOE4-1_14,20230414_140552_DOE4-1_no14.csv,66.0,66.003,66.005,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_140726_DOE4-1_no15.pickle,DOE4-1,15,DOE4-1_15,20230414_140726_DOE4-1_no15.csv,66.002,66.005,66.007,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_140851_DOE4-1_no16.pickle,DOE4-1,16,DOE4-1_16,20230414_140851_DOE4-1_no16.csv,66.002,66.004,66.008,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141034_DOE4-1_no17.pickle,DOE4-1,17,DOE4-1_17,20230414_141034_DOE4-1_no17.csv,66.005,66.006,66.01,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141316_DOE4-1_no18.pickle,DOE4-1,18,DOE4-1_18,20230414_141316_DOE4-1_no18.csv,66.006,66.007,66.011,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141435_DOE4-1_no19.pickle,DOE4-1,19,DOE4-1_19,20230414_141435_DOE4-1_no19.csv,66.006,66.008,66.011,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141618_DOE4-1_no20.pickle,DOE4-1,20,DOE4-1_20,20230414_141618_DOE4-1_no20.csv,66.006,66.007,66.011,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141744_DOE4-1_no21.pickle,DOE4-1,21,DOE4-1_21,20230414_141744_DOE4-1_no21.csv,66.007,66.01,66.012,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_141908_DOE4-1_no22.pickle,DOE4-1,22,DOE4-1_22,20230414_141908_DOE4-1_no22.csv,66.007,66.009,66.013,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142032_DOE4-1_no23.pickle,DOE4-1,23,DOE4-1_23,20230414_142032_DOE4-1_no23.csv,66.007,66.01,66.011,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142202_DOE4-1_no24.pickle,DOE4-1,24,DOE4-1_24,20230414_142202_DOE4-1_no24.csv,66.008,66.01,66.012,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142337_DOE4-1_no25.pickle,DOE4-1,25,DOE4-1_25,20230414_142337_DOE4-1_no25.csv,66.009,66.011,66.014,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142508_DOE4-1_no26.pickle,DOE4-1,26,DOE4-1_26,20230414_142508_DOE4-1_no26.csv,66.008,66.01,66.013,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142642_DOE4-1_no27.pickle,DOE4-1,27,DOE4-1_27,20230414_142642_DOE4-1_no27.csv,66.012,66.015,66.017,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_142816_DOE4-1_no28.pickle,DOE4-1,28,DOE4-1_28,20230414_142816_DOE4-1_no28.csv,66.013,66.014,66.018,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143041_DOE4-1_no29.pickle,DOE4-1,29,DOE4-1_29,20230414_143041_DOE4-1_no29.csv,66.015,66.016,66.018,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143212_DOE4-1_no30.pickle,DOE4-1,30,DOE4-1_30,20230414_143212_DOE4-1_no30.csv,66.014,66.016,66.019,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143341_DOE4-1_no31.pickle,DOE4-1,31,DOE4-1_31,20230414_143341_DOE4-1_no31.csv,66.015,66.018,66.019,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143512_DOE4-1_no32.pickle,DOE4-1,32,DOE4-1_32,20230414_143512_DOE4-1_no32.csv,66.017,66.017,66.02,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143642_DOE4-1_no33.pickle,DOE4-1,33,DOE4-1_33,20230414_143642_DOE4-1_no33.csv,66.016,66.017,66.02,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_143905_DOE4-1_no34.pickle,DOE4-1,34,DOE4-1_34,20230414_143905_DOE4-1_no34.csv,66.016,66.018,66.02,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_144229_DOE4-1_no35.pickle,DOE4-1,35,DOE4-1_35,20230414_144229_DOE4-1_no35.csv,66.017,66.018,66.021,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_144355_DOE4-1_no36.pickle,DOE4-1,36,DOE4-1_36,20230414_144355_DOE4-1_no36.csv,66.018,66.019,66.021,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_144534_DOE4-1_no37.pickle,DOE4-1,37,DOE4-1_37,20230414_144534_DOE4-1_no37.csv,66.016,66.019,66.021,0.03,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_144750_DOE4-1_no38.pickle,DOE4-1,38,DOE4-1_38,20230414_144750_DOE4-1_no38.csv,66.004,66.007,66.009,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_144946_DOE4-1_no39.pickle,DOE4-1,39,DOE4-1_39,20230414_144946_DOE4-1_no39.csv,66.004,66.007,66.009,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_150208_DOE4-1_no40.pickle,DOE4-1,40,DOE4-1_40,20230414_150208_DOE4-1_no40.csv,66.001,66.004,66.006,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_150338_DOE4-1_no41.pickle,DOE4-1,41,DOE4-1_41,20230414_150338_DOE4-1_no41.csv,66.001,66.004,66.005,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_150643_DOE4-1_no43.pickle,DOE4-1,43,DOE4-1_43,20230414_150643_DOE4-1_no43.csv,66.001,66.004,66.006,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_150814_DOE4-1_no44.pickle,DOE4-1,44,DOE4-1_44,20230414_150814_DOE4-1_no44.csv,66.003,66.004,66.005,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_150948_DOE4-1_no45.pickle,DOE4-1,45,DOE4-1_45,20230414_150948_DOE4-1_no45.csv,66.004,66.005,66.008,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_151112_DOE4-1_no46.pickle,DOE4-1,46,DOE4-1_46,20230414_151112_DOE4-1_no46.csv,66.003,66.006,66.008,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_151301_DOE4-1_no47.pickle,DOE4-1,47,DOE4-1_47,20230414_151301_DOE4-1_no47.csv,66.004,66.006,66.008,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_151433_DOE4-1_no48.pickle,DOE4-1,48,DOE4-1_48,20230414_151433_DOE4-1_no48.csv,66.006,66.008,66.009,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_151615_DOE4-1_no49.pickle,DOE4-1,49,DOE4-1_49,20230414_151615_DOE4-1_no49.csv,66.005,66.007,66.009,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-1/20230414_151743_DOE4-1_no50.pickle,DOE4-1,50,DOE4-1_50,20230414_151743_DOE4-1_no50.csv,66.006,66.008,66.01,0.016,66
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_092713_DOE4-2_no01.pickle,DOE4-2,1,DOE4-2_01,20230424_092713_DOE4-2_no01.csv,62.015,62.017,62.019,0.016,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_093140_DOE4-2_no02.pickle,DOE4-2,2,DOE4-2_02,20230424_093140_DOE4-2_no02.csv,61.995,61.997,62.0,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_093320_DOE4-2_no03.pickle,DOE4-2,3,DOE4-2_03,20230424_093320_DOE4-2_no03.csv,61.995,61.997,61.998,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_093459_DOE4-2_no04.pickle,DOE4-2,4,DOE4-2_04,20230424_093459_DOE4-2_no04.csv,61.994,61.997,61.999,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_093716_DOE4-2_no05.pickle,DOE4-2,5,DOE4-2_05,20230424_093716_DOE4-2_no05.csv,61.995,61.996,61.998,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_093837_DOE4-2_no06.pickle,DOE4-2,6,DOE4-2_06,20230424_093837_DOE4-2_no06.csv,61.995,61.996,62.0,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094000_DOE4-2_no07.pickle,DOE4-2,7,DOE4-2_07,20230424_094000_DOE4-2_no07.csv,61.996,61.997,61.999,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094315_DOE4-2_no08.pickle,DOE4-2,8,DOE4-2_08,20230424_094315_DOE4-2_no08.csv,61.996,61.998,62.0,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094441_DOE4-2_no09.pickle,DOE4-2,9,DOE4-2_09,20230424_094441_DOE4-2_no09.csv,61.996,61.998,62.001,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094604_DOE4-2_no10.pickle,DOE4-2,10,DOE4-2_10,20230424_094604_DOE4-2_no10.csv,61.996,61.997,62.001,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094728_DOE4-2_no11.pickle,DOE4-2,11,DOE4-2_11,20230424_094728_DOE4-2_no11.csv,61.997,61.999,62.001,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_094848_DOE4-2_no12.pickle,DOE4-2,12,DOE4-2_12,20230424_094848_DOE4-2_no12.csv,61.999,61.999,62.002,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_095015_DOE4-2_no13.pickle,DOE4-2,13,DOE4-2_13,20230424_095015_DOE4-2_no13.csv,61.998,61.998,62.002,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100039_DOE4-2_no14.pickle,DOE4-2,14,DOE4-2_14,20230424_100039_DOE4-2_no14.csv,61.996,61.998,62.0,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100211_DOE4-2_no15.pickle,DOE4-2,15,DOE4-2_15,20230424_100211_DOE4-2_no15.csv,61.997,61.998,62.001,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100332_DOE4-2_no16.pickle,DOE4-2,16,DOE4-2_16,20230424_100332_DOE4-2_no16.csv,61.998,61.999,62.002,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100455_DOE4-2_no17.pickle,DOE4-2,17,DOE4-2_17,20230424_100455_DOE4-2_no17.csv,61.998,62.001,62.004,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100614_DOE4-2_no18.pickle,DOE4-2,18,DOE4-2_18,20230424_100614_DOE4-2_no18.csv,61.999,62.0,62.003,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100733_DOE4-2_no19.pickle,DOE4-2,19,DOE4-2_19,20230424_100733_DOE4-2_no19.csv,61.999,62.001,62.005,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_100900_DOE4-2_no20.pickle,DOE4-2,20,DOE4-2_20,20230424_100900_DOE4-2_no20.csv,62.003,62.004,62.006,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101017_DOE4-2_no21.pickle,DOE4-2,21,DOE4-2_21,20230424_101017_DOE4-2_no21.csv,62.003,62.003,62.006,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101133_DOE4-2_no22.pickle,DOE4-2,22,DOE4-2_22,20230424_101133_DOE4-2_no22.csv,62.003,62.003,62.006,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101254_DOE4-2_no23.pickle,DOE4-2,23,DOE4-2_23,20230424_101254_DOE4-2_no23.csv,62.003,62.004,62.007,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101416_DOE4-2_no24.pickle,DOE4-2,24,DOE4-2_24,20230424_101416_DOE4-2_no24.csv,62.003,62.005,62.007,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101653_DOE4-2_no25.pickle,DOE4-2,25,DOE4-2_25,20230424_101653_DOE4-2_no25.csv,62.003,62.004,62.008,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_101836_DOE4-2_no26.pickle,DOE4-2,26,DOE4-2_26,20230424_101836_DOE4-2_no26.csv,62.003,62.005,62.008,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102005_DOE4-2_no27.pickle,DOE4-2,27,DOE4-2_27,20230424_102005_DOE4-2_no27.csv,62.003,62.004,62.009,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102134_DOE4-2_no28.pickle,DOE4-2,28,DOE4-2_28,20230424_102134_DOE4-2_no28.csv,62.004,62.006,62.01,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102259_DOE4-2_no29.pickle,DOE4-2,29,DOE4-2_29,20230424_102259_DOE4-2_no29.csv,62.004,62.005,62.009,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102443_DOE4-2_no30.pickle,DOE4-2,30,DOE4-2_30,20230424_102443_DOE4-2_no30.csv,62.005,62.006,62.01,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102610_DOE4-2_no31.pickle,DOE4-2,31,DOE4-2_31,20230424_102610_DOE4-2_no31.csv,62.004,62.006,62.009,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102738_DOE4-2_no32.pickle,DOE4-2,32,DOE4-2_32,20230424_102738_DOE4-2_no32.csv,62.005,62.007,62.01,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_102902_DOE4-2_no33.pickle,DOE4-2,33,DOE4-2_33,20230424_102902_DOE4-2_no33.csv,62.004,62.008,62.01,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_103045_DOE4-2_no34.pickle,DOE4-2,34,DOE4-2_34,20230424_103045_DOE4-2_no34.csv,62.005,62.008,62.012,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_103226_DOE4-2_no35.pickle,DOE4-2,35,DOE4-2_35,20230424_103226_DOE4-2_no35.csv,62.007,62.008,62.012,-0.002,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_103514_DOE4-2_no36.pickle,DOE4-2,36,DOE4-2_36,20230424_103514_DOE4-2_no36.csv,61.997,61.998,62.002,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_103657_DOE4-2_no37.pickle,DOE4-2,37,DOE4-2_37,20230424_103657_DOE4-2_no37.csv,61.997,61.999,62.002,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_103827_DOE4-2_no38.pickle,DOE4-2,38,DOE4-2_38,20230424_103827_DOE4-2_no38.csv,61.998,61.999,62.003,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104007_DOE4-2_no39.pickle,DOE4-2,39,DOE4-2_39,20230424_104007_DOE4-2_no39.csv,61.999,62.0,62.002,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104143_DOE4-2_no40.pickle,DOE4-2,40,DOE4-2_40,20230424_104143_DOE4-2_no40.csv,61.998,62.001,62.003,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104331_DOE4-2_no41.pickle,DOE4-2,41,DOE4-2_41,20230424_104331_DOE4-2_no41.csv,61.998,61.999,62.004,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104458_DOE4-2_no42.pickle,DOE4-2,42,DOE4-2_42,20230424_104458_DOE4-2_no42.csv,62.0,62.001,62.004,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104618_DOE4-2_no43.pickle,DOE4-2,43,DOE4-2_43,20230424_104618_DOE4-2_no43.csv,62.0,62.001,62.005,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104750_DOE4-2_no44.pickle,DOE4-2,44,DOE4-2_44,20230424_104750_DOE4-2_no44.csv,62.001,62.002,62.005,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_104946_DOE4-2_no45.pickle,DOE4-2,45,DOE4-2_45,20230424_104946_DOE4-2_no45.csv,62.002,62.003,62.007,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_105119_DOE4-2_no46.pickle,DOE4-2,46,DOE4-2_46,20230424_105119_DOE4-2_no46.csv,62.002,62.006,62.007,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_105248_DOE4-2_no47.pickle,DOE4-2,47,DOE4-2_47,20230424_105248_DOE4-2_no47.csv,62.003,62.005,62.008,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_105417_DOE4-2_no48.pickle,DOE4-2,48,DOE4-2_48,20230424_105417_DOE4-2_no48.csv,62.003,62.005,62.01,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_105554_DOE4-2_no49.pickle,DOE4-2,49,DOE4-2_49,20230424_105554_DOE4-2_no49.csv,62.004,62.007,62.009,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-2/20230424_105727_DOE4-2_no50.pickle,DOE4-2,50,DOE4-2_50,20230424_105727_DOE4-2_no50.csv,62.004,62.006,62.01,-0.012,62
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094040_DOE4-3_no1.pickle,DOE4-3,1,DOE4-3_01,20230428_094040_DOE4-3_no01.csv,57.971,57.975,57.982,-0.012,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094354_DOE4-3_no2.pickle,DOE4-3,2,DOE4-3_02,20230428_094354_DOE4-3_no02.csv,57.982,57.983,57.986,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094529_DOE4-3_no3.pickle,DOE4-3,3,DOE4-3_03,20230428_094529_DOE4-3_no03.csv,57.981,57.983,57.985,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094647_DOE4-3_no4.pickle,DOE4-3,4,DOE4-3_04,20230428_094647_DOE4-3_no04.csv,57.984,57.985,57.987,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094811_DOE4-3_no5.pickle,DOE4-3,5,DOE4-3_05,20230428_094811_DOE4-3_no05.csv,57.984,57.985,57.987,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_094934_DOE4-3_no6.pickle,DOE4-3,6,DOE4-3_06,20230428_094934_DOE4-3_no06.csv,57.984,57.985,57.988,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095104_DOE4-3_no7.pickle,DOE4-3,7,DOE4-3_07,20230428_095104_DOE4-3_no07.csv,57.983,57.985,57.987,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095239_DOE4-3_no8.pickle,DOE4-3,8,DOE4-3_08,20230428_095239_DOE4-3_no08.csv,57.983,57.987,57.987,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095418_DOE4-3_no9.pickle,DOE4-3,9,DOE4-3_09,20230428_095418_DOE4-3_no09.csv,57.983,57.986,57.988,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095559_DOE4-3_no10.pickle,DOE4-3,10,DOE4-3_10,20230428_095559_DOE4-3_no10.csv,57.984,57.986,57.989,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095736_DOE4-3_no11.pickle,DOE4-3,11,DOE4-3_11,20230428_095736_DOE4-3_no11.csv,57.986,57.986,57.99,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_095901_DOE4-3_no12.pickle,DOE4-3,12,DOE4-3_12,20230428_095901_DOE4-3_no12.csv,57.986,57.987,57.992,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100033_DOE4-3_no13.pickle,DOE4-3,13,DOE4-3_13,20230428_100033_DOE4-3_no13.csv,57.986,57.987,57.989,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100158_DOE4-3_no14.pickle,DOE4-3,14,DOE4-3_14,20230428_100158_DOE4-3_no14.csv,57.987,57.987,57.99,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100325_DOE4-3_no15.pickle,DOE4-3,15,DOE4-3_15,20230428_100325_DOE4-3_no15.csv,57.987,57.988,57.991,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100455_DOE4-3_no16.pickle,DOE4-3,16,DOE4-3_16,20230428_100455_DOE4-3_no16.csv,57.987,57.989,57.992,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100622_DOE4-3_no17.pickle,DOE4-3,17,DOE4-3_17,20230428_100622_DOE4-3_no17.csv,57.987,57.989,57.994,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100753_DOE4-3_no18.pickle,DOE4-3,18,DOE4-3_18,20230428_100753_DOE4-3_no18.csv,57.989,57.989,57.993,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_100950_DOE4-3_no19.pickle,DOE4-3,19,DOE4-3_19,20230428_100950_DOE4-3_no19.csv,57.989,57.99,57.995,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101216_DOE4-3_no20.pickle,DOE4-3,20,DOE4-3_20,20230428_101216_DOE4-3_no20.csv,57.991,57.992,57.996,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101336_DOE4-3_no21.pickle,DOE4-3,21,DOE4-3_21,20230428_101336_DOE4-3_no21.csv,57.991,57.993,57.996,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101514_DOE4-3_no22.pickle,DOE4-3,22,DOE4-3_22,20230428_101514_DOE4-3_no22.csv,57.993,57.995,57.998,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101643_DOE4-3_no23.pickle,DOE4-3,23,DOE4-3_23,20230428_101643_DOE4-3_no23.csv,57.993,57.995,57.998,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101804_DOE4-3_no24.pickle,DOE4-3,24,DOE4-3_24,20230428_101804_DOE4-3_no24.csv,57.994,57.996,57.998,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_101931_DOE4-3_no25.pickle,DOE4-3,25,DOE4-3_25,20230428_101931_DOE4-3_no25.csv,57.995,57.995,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_102421_DOE4-3_no26.pickle,DOE4-3,26,DOE4-3_26,20230428_102421_DOE4-3_no26.csv,57.993,57.998,57.999,-0.004,58
