filepaths,setting,No,name,filenames,10mm,30mm,50mm,offset,target_size
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_102549_DOE4-3_no27.pickle,DOE4-3,27,DOE4-3_27,20230428_102549_DOE4-3_no27.csv,57.995,57.996,58.0,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_102719_DOE4-3_no28.pickle,DOE4-3,28,DOE4-3_28,20230428_102719_DOE4-3_no28.csv,57.994,57.996,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_102852_DOE4-3_no29.pickle,DOE4-3,29,DOE4-3_29,20230428_102852_DOE4-3_no29.csv,57.995,57.997,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103043_DOE4-3_no30.pickle,DOE4-3,30,DOE4-3_30,20230428_103043_DOE4-3_no30.csv,57.995,57.997,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103212_DOE4-3_no31.pickle,DOE4-3,31,DOE4-3_31,20230428_103212_DOE4-3_no31.csv,57.995,57.997,58.0,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103330_DOE4-3_no32.pickle,DOE4-3,32,DOE4-3_32,20230428_103330_DOE4-3_no32.csv,57.995,57.996,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103615_DOE4-3_no33.pickle,DOE4-3,33,DOE4-3_33,20230428_103615_DOE4-3_no33.csv,57.994,57.995,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103754_DOE4-3_no34.pickle,DOE4-3,34,DOE4-3_34,20230428_103754_DOE4-3_no34.csv,57.994,57.996,57.999,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_103924_DOE4-3_no35.pickle,DOE4-3,35,DOE4-3_35,20230428_103924_DOE4-3_no35.csv,57.995,57.996,58.001,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104052_DOE4-3_no36.pickle,DOE4-3,36,DOE4-3_36,20230428_104052_DOE4-3_no36.csv,57.996,57.996,58.0,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104232_DOE4-3_no37.pickle,DOE4-3,37,DOE4-3_37,20230428_104232_DOE4-3_no37.csv,57.995,57.997,58.001,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104406_DOE4-3_no38.pickle,DOE4-3,38,DOE4-3_38,20230428_104406_DOE4-3_no38.csv,57.994,57.997,58.002,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104535_DOE4-3_no39.pickle,DOE4-3,39,DOE4-3_39,20230428_104535_DOE4-3_no39.csv,57.995,57.997,58.002,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104707_DOE4-3_no40.pickle,DOE4-3,40,DOE4-3_40,20230428_104707_DOE4-3_no40.csv,57.998,57.999,58.002,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_104844_DOE4-3_no41.pickle,DOE4-3,41,DOE4-3_41,20230428_104844_DOE4-3_no41.csv,57.998,57.999,58.002,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_105024_DOE4-3_no42.pickle,DOE4-3,42,DOE4-3_42,20230428_105024_DOE4-3_no42.csv,57.998,58.0,58.003,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_105148_DOE4-3_no43.pickle,DOE4-3,43,DOE4-3_43,20230428_105148_DOE4-3_no43.csv,57.998,58.001,58.004,-0.004,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_105354_DOE4-3_no44.pickle,DOE4-3,44,DOE4-3_44,20230428_105354_DOE4-3_no44.csv,57.99,57.991,57.994,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_105542_DOE4-3_no45.pickle,DOE4-3,45,DOE4-3_45,20230428_105542_DOE4-3_no45.csv,57.989,57.991,57.995,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_105732_DOE4-3_no46.pickle,DOE4-3,46,DOE4-3_46,20230428_105732_DOE4-3_no46.csv,57.989,57.992,57.996,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_110119_DOE4-3_no47.pickle,DOE4-3,47,DOE4-3_47,20230428_110119_DOE4-3_no47.csv,57.99,57.994,57.996,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_110446_DOE4-3_no48.pickle,DOE4-3,48,DOE4-3_48,20230428_110446_DOE4-3_no48.csv,57.992,57.994,57.996,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_110639_DOE4-3_no49.pickle,DOE4-3,49,DOE4-3_49,20230428_110639_DOE4-3_no49.csv,57.99,57.993,57.995,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-3/20230428_110807_DOE4-3_no50.pickle,DOE4-3,50,DOE4-3_50,20230428_110807_DOE4-3_no50.csv,57.99,57.991,57.996,-0.014,58
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_093515_DOE4-4_no01.pickle,DOE4-4,1,DOE4-4_01,20230509_093515_DOE4-4_no01.csv,53.989,53.989,53.993,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_093831_DOE4-4_no02.pickle,DOE4-4,2,DOE4-4_02,20230509_093831_DOE4-4_no02.csv,53.99,53.99,53.992,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_093958_DOE4-4_no03.pickle,DOE4-4,3,DOE4-4_03,20230509_093958_DOE4-4_no03.csv,53.988,53.989,53.992,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094125_DOE4-4_no04.pickle,DOE4-4,4,DOE4-4_04,20230509_094125_DOE4-4_no04.csv,53.989,53.99,53.993,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094249_DOE4-4_no05.pickle,DOE4-4,5,DOE4-4_05,20230509_094249_DOE4-4_no05.csv,53.99,53.99,53.992,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094413_DOE4-4_no06.pickle,DOE4-4,6,DOE4-4_06,20230509_094413_DOE4-4_no06.csv,53.988,53.988,53.993,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094540_DOE4-4_no07.pickle,DOE4-4,7,DOE4-4_07,20230509_094540_DOE4-4_no07.csv,53.989,53.99,53.992,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094706_DOE4-4_no08.pickle,DOE4-4,8,DOE4-4_08,20230509_094706_DOE4-4_no08.csv,53.989,53.991,53.992,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_094847_DOE4-4_no09.pickle,DOE4-4,9,DOE4-4_09,20230509_094847_DOE4-4_no09.csv,53.989,53.99,53.993,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_095013_DOE4-4_no10.pickle,DOE4-4,10,DOE4-4_10,20230509_095013_DOE4-4_no10.csv,53.989,53.99,53.993,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100027_DOE4-4_no11.pickle,DOE4-4,11,DOE4-4_11,20230509_100027_DOE4-4_no11.csv,53.99,53.991,53.995,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100150_DOE4-4_no12.pickle,DOE4-4,12,DOE4-4_12,20230509_100150_DOE4-4_no12.csv,53.991,53.991,53.996,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100331_DOE4-4_no13.pickle,DOE4-4,13,DOE4-4_13,20230509_100331_DOE4-4_no13.csv,53.989,53.992,53.994,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100505_DOE4-4_no14.pickle,DOE4-4,14,DOE4-4_14,20230509_100505_DOE4-4_no14.csv,53.991,53.994,53.995,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100635_DOE4-4_no15.pickle,DOE4-4,15,DOE4-4_15,20230509_100635_DOE4-4_no15.csv,53.992,53.994,53.997,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_100915_DOE4-4_no16.pickle,DOE4-4,16,DOE4-4_16,20230509_100915_DOE4-4_no16.csv,53.994,53.997,53.999,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_101123_DOE4-4_no17.pickle,DOE4-4,17,DOE4-4_17,20230509_101123_DOE4-4_no17.csv,53.995,53.998,53.999,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_101303_DOE4-4_no18.pickle,DOE4-4,18,DOE4-4_18,20230509_101303_DOE4-4_no18.csv,53.995,53.997,53.999,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_101446_DOE4-4_no19.pickle,DOE4-4,19,DOE4-4_19,20230509_101446_DOE4-4_no19.csv,53.995,53.996,54.0,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_101619_DOE4-4_no20.pickle,DOE4-4,20,DOE4-4_20,20230509_101619_DOE4-4_no20.csv,53.997,53.998,54.0,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_101924_DOE4-4_no21.pickle,DOE4-4,21,DOE4-4_21,20230509_101924_DOE4-4_no21.csv,53.996,53.998,54.0,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_102102_DOE4-4_no22.pickle,DOE4-4,22,DOE4-4_22,20230509_102102_DOE4-4_no22.csv,53.996,53.997,54.0,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_102234_DOE4-4_no23.pickle,DOE4-4,23,DOE4-4_23,20230509_102234_DOE4-4_no23.csv,53.997,53.999,54.001,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_102417_DOE4-4_no24.pickle,DOE4-4,24,DOE4-4_24,20230509_102417_DOE4-4_no24.csv,53.996,53.997,54.002,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_102550_DOE4-4_no25.pickle,DOE4-4,25,DOE4-4_25,20230509_102550_DOE4-4_no25.csv,53.997,53.998,54.001,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103005_DOE4-4_no26.pickle,DOE4-4,26,DOE4-4_26,20230509_103005_DOE4-4_no26.csv,53.997,53.999,54.002,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103151_DOE4-4_no27.pickle,DOE4-4,27,DOE4-4_27,20230509_103151_DOE4-4_no27.csv,53.997,53.997,54.002,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103321_DOE4-4_no28.pickle,DOE4-4,28,DOE4-4_28,20230509_103321_DOE4-4_no28.csv,53.997,53.998,54.001,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103522_DOE4-4_no29.pickle,DOE4-4,29,DOE4-4_29,20230509_103522_DOE4-4_no29.csv,53.999,53.999,54.002,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103702_DOE4-4_no30.pickle,DOE4-4,30,DOE4-4_30,20230509_103702_DOE4-4_no30.csv,53.999,54.001,54.003,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_103837_DOE4-4_no31.pickle,DOE4-4,31,DOE4-4_31,20230509_103837_DOE4-4_no31.csv,54.002,53.999,54.003,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_104010_DOE4-4_no32.pickle,DOE4-4,32,DOE4-4_32,20230509_104010_DOE4-4_no32.csv,54.002,53.999,54.003,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_104158_DOE4-4_no33.pickle,DOE4-4,33,DOE4-4_33,20230509_104158_DOE4-4_no33.csv,54.0,54.002,54.003,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_104331_DOE4-4_no34.pickle,DOE4-4,34,DOE4-4_34,20230509_104331_DOE4-4_no34.csv,54.0,54.001,54.004,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_104506_DOE4-4_no35.pickle,DOE4-4,35,DOE4-4_35,20230509_104506_DOE4-4_no35.csv,53.998,54.0,54.002,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_104643_DOE4-4_no36.pickle,DOE4-4,36,DOE4-4_36,20230509_104643_DOE4-4_no36.csv,54.0,53.999,54.004,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105017_DOE4-4_no37.pickle,DOE4-4,37,DOE4-4_37,20230509_105017_DOE4-4_no37.csv,53.999,54.001,54.004,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105146_DOE4-4_no38.pickle,DOE4-4,38,DOE4-4_38,20230509_105146_DOE4-4_no38.csv,54.0,54.001,54.004,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105330_DOE4-4_no39.pickle,DOE4-4,39,DOE4-4_39,20230509_105330_DOE4-4_no39.csv,53.999,54.001,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105508_DOE4-4_no40.pickle,DOE4-4,40,DOE4-4_40,20230509_105508_DOE4-4_no40.csv,54.0,54.001,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105646_DOE4-4_no41.pickle,DOE4-4,41,DOE4-4_41,20230509_105646_DOE4-4_no41.csv,54.0,54.001,54.004,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105815_DOE4-4_no42.pickle,DOE4-4,42,DOE4-4_42,20230509_105815_DOE4-4_no42.csv,54.001,54.003,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_105943_DOE4-4_no43.pickle,DOE4-4,43,DOE4-4_43,20230509_105943_DOE4-4_no43.csv,54.001,54.002,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110115_DOE4-4_no44.pickle,DOE4-4,44,DOE4-4_44,20230509_110115_DOE4-4_no44.csv,54.001,54.002,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110307_DOE4-4_no45.pickle,DOE4-4,45,DOE4-4_45,20230509_110307_DOE4-4_no45.csv,54.002,54.002,54.005,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110429_DOE4-4_no46.pickle,DOE4-4,46,DOE4-4_46,20230509_110429_DOE4-4_no46.csv,54.002,54.002,54.007,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110556_DOE4-4_no47.pickle,DOE4-4,47,DOE4-4_47,20230509_110556_DOE4-4_no47.csv,54.002,54.003,54.006,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110721_DOE4-4_no48.pickle,DOE4-4,48,DOE4-4_48,20230509_110721_DOE4-4_no48.csv,54.001,54.003,54.007,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_110858_DOE4-4_no49.pickle,DOE4-4,49,DOE4-4_49,20230509_110858_DOE4-4_no49.csv,54.002,54.004,54.007,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-4/20230509_111233_DOE4-4_no50.pickle,DOE4-4,50,DOE4-4_50,20230509_111233_DOE4-4_no50.csv,54.003,54.005,54.008,-0.014,54
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_094410_DOE4-5_no01.pickle,DOE4-5,1,DOE4-5_01,20230512_094410_DOE4-5_no01.csv,50.003,50.005,50.006,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_094831_DOE4-5_no02.pickle,DOE4-5,2,DOE4-5_02,20230512_094831_DOE4-5_no02.csv,50.002,50.005,50.008,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095033_DOE4-5_no03.pickle,DOE4-5,3,DOE4-5_03,20230512_095033_DOE4-5_no03.csv,50.002,50.003,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095150_DOE4-5_no04.pickle,DOE4-5,4,DOE4-5_04,20230512_095150_DOE4-5_no04.csv,50.002,50.003,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095330_DOE4-5_no05.pickle,DOE4-5,5,DOE4-5_05,20230512_095330_DOE4-5_no05.csv,50.001,50.002,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095453_DOE4-5_no06.pickle,DOE4-5,6,DOE4-5_06,20230512_095453_DOE4-5_no06.csv,50.0,50.002,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095707_DOE4-5_no07.pickle,DOE4-5,7,DOE4-5_07,20230512_095707_DOE4-5_no07.csv,50.001,50.003,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_095842_DOE4-5_no08.pickle,DOE4-5,8,DOE4-5_08,20230512_095842_DOE4-5_no08.csv,50.001,50.003,50.006,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100000_DOE4-5_no09.pickle,DOE4-5,9,DOE4-5_09,20230512_100000_DOE4-5_no09.csv,50.001,50.003,50.005,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100134_DOE4-5_no10.pickle,DOE4-5,10,DOE4-5_10,20230512_100134_DOE4-5_no10.csv,50.001,50.004,50.006,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100257_DOE4-5_no11.pickle,DOE4-5,11,DOE4-5_11,20230512_100257_DOE4-5_no11.csv,50.001,50.004,50.007,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100420_DOE4-5_no12.pickle,DOE4-5,12,DOE4-5_12,20230512_100420_DOE4-5_no12.csv,50.002,50.005,50.007,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100548_DOE4-5_no13.pickle,DOE4-5,13,DOE4-5_13,20230512_100548_DOE4-5_no13.csv,50.003,50.005,50.007,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100710_DOE4-5_no14.pickle,DOE4-5,14,DOE4-5_14,20230512_100710_DOE4-5_no14.csv,50.003,50.004,50.008,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100840_DOE4-5_no15.pickle,DOE4-5,15,DOE4-5_15,20230512_100840_DOE4-5_no15.csv,50.003,50.006,50.008,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_100956_DOE4-5_no16.pickle,DOE4-5,16,DOE4-5_16,20230512_100956_DOE4-5_no16.csv,50.004,50.006,50.009,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101116_DOE4-5_no17.pickle,DOE4-5,17,DOE4-5_17,20230512_101116_DOE4-5_no17.csv,50.004,50.007,50.01,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101237_DOE4-5_no18.pickle,DOE4-5,18,DOE4-5_18,20230512_101237_DOE4-5_no18.csv,50.004,50.005,50.008,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101408_DOE4-5_no19.pickle,DOE4-5,19,DOE4-5_19,20230512_101408_DOE4-5_no19.csv,50.005,50.008,50.011,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101624_DOE4-5_no20.pickle,DOE4-5,20,DOE4-5_20,20230512_101624_DOE4-5_no20.csv,50.006,50.008,50.01,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101747_DOE4-5_no21.pickle,DOE4-5,21,DOE4-5_21,20230512_101747_DOE4-5_no21.csv,50.007,50.009,50.01,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_101907_DOE4-5_no22.pickle,DOE4-5,22,DOE4-5_22,20230512_101907_DOE4-5_no22.csv,50.007,50.01,50.012,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_102029_DOE4-5_no23.pickle,DOE4-5,23,DOE4-5_23,20230512_102029_DOE4-5_no23.csv,50.007,50.01,50.011,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_102151_DOE4-5_no24.pickle,DOE4-5,24,DOE4-5_24,20230512_102151_DOE4-5_no24.csv,50.008,50.009,50.011,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_102307_DOE4-5_no25.pickle,DOE4-5,25,DOE4-5_25,20230512_102307_DOE4-5_no25.csv,50.007,50.01,50.01,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_104844_DOE4-5_no26.pickle,DOE4-5,26,DOE4-5_26,20230512_104844_DOE4-5_no26.csv,50.008,50.011,50.014,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105013_DOE4-5_no27.pickle,DOE4-5,27,DOE4-5_27,20230512_105013_DOE4-5_no27.csv,50.01,50.011,50.015,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105132_DOE4-5_no28.pickle,DOE4-5,28,DOE4-5_28,20230512_105132_DOE4-5_no28.csv,50.01,50.011,50.014,-0.014,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105326_DOE4-5_no29.pickle,DOE4-5,29,DOE4-5_29,20230512_105326_DOE4-5_no29.csv,50.0,50.001,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105459_DOE4-5_no30.pickle,DOE4-5,30,DOE4-5_30,20230512_105459_DOE4-5_no30.csv,49.999,50.002,50.004,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105624_DOE4-5_no31.pickle,DOE4-5,31,DOE4-5_31,20230512_105624_DOE4-5_no31.csv,50.0,50.001,50.004,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105753_DOE4-5_no32.pickle,DOE4-5,32,DOE4-5_32,20230512_105753_DOE4-5_no32.csv,50.001,50.001,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_105911_DOE4-5_no33.pickle,DOE4-5,33,DOE4-5_33,20230512_105911_DOE4-5_no33.csv,50.0,50.001,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_110033_DOE4-5_no34.pickle,DOE4-5,34,DOE4-5_34,20230512_110033_DOE4-5_no34.csv,49.999,50.001,50.005,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_110207_DOE4-5_no35.pickle,DOE4-5,35,DOE4-5_35,20230512_110207_DOE4-5_no35.csv,49.999,50.0,50.005,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_110338_DOE4-5_no36.pickle,DOE4-5,36,DOE4-5_36,20230512_110338_DOE4-5_no36.csv,50.0,50.001,50.005,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_110511_DOE4-5_no37.pickle,DOE4-5,37,DOE4-5_37,20230512_110511_DOE4-5_no37.csv,49.999,50.003,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_110648_DOE4-5_no38.pickle,DOE4-5,38,DOE4-5_38,20230512_110648_DOE4-5_no38.csv,50.0,50.001,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_111642_DOE4-5_no39.pickle,DOE4-5,39,DOE4-5_39,20230512_111642_DOE4-5_no39.csv,50.0,50.0,50.004,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_111806_DOE4-5_no40.pickle,DOE4-5,40,DOE4-5_40,20230512_111806_DOE4-5_no40.csv,50.0,50.003,50.006,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_111926_DOE4-5_no41.pickle,DOE4-5,41,DOE4-5_41,20230512_111926_DOE4-5_no41.csv,50.001,50.002,50.003,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112044_DOE4-5_no42.pickle,DOE4-5,42,DOE4-5_42,20230512_112044_DOE4-5_no42.csv,50.0,50.003,50.005,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112216_DOE4-5_no43.pickle,DOE4-5,43,DOE4-5_43,20230512_112216_DOE4-5_no43.csv,50.001,50.003,50.004,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112341_DOE4-5_no44.pickle,DOE4-5,44,DOE4-5_44,20230512_112341_DOE4-5_no44.csv,50.001,50.002,50.006,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112506_DOE4-5_no45.pickle,DOE4-5,45,DOE4-5_45,20230512_112506_DOE4-5_no45.csv,50.002,50.004,50.008,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112630_DOE4-5_no46.pickle,DOE4-5,46,DOE4-5_46,20230512_112630_DOE4-5_no46.csv,50.003,50.004,50.009,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112748_DOE4-5_no47.pickle,DOE4-5,47,DOE4-5_47,20230512_112748_DOE4-5_no47.csv,50.004,50.006,50.01,-0.026,50
./dataset/DOE_4th/切割訊號/DOE4-5/20230512_112912_DOE4-5_no48.pickle,DOE4-5,48,DOE4-5_48,20230512_112912_DOE4-5_no48.csv,50.005,50.006,50.011,-0.026,50
